citation,year,decision_label,n_issues,merits_grants,procedural_reopen_grants,denied,remanded,dismissed
23056769,2023,no_merits_grant,5,0,0,0,5,0
23056770,2023,no_merits_grant,1,0,0,0,1,0
23056771,2023,merits_grant,11,2,0,4,5,0
23056772,2023,fully_affirmed,1,0,0,1,0,0
23056773,2023,merits_grant,1,1,0,0,0,0
23056774,2023,no_merits_grant,1,0,0,0,1,0
23056775,2023,no_merits_grant,2,0,0,0,2,0
23056776,2023,merits_grant,6,6,0,0,0,0
23056777,2023,merits_grant,14,3,0,1,10,0
23056778,2023,no_merits_grant,1,0,0,0,0,1
23056779,2023,no_merits_grant,4,0,0,0,4,0
23056780,2023,no_merits_grant,1,0,0,0,1,0
23056781,2023,no_merits_grant,2,0,0,0,2,0
23056782,2023,no_merits_grant,5,0,0,0,5,0
23056783,2023,no_merits_grant,1,0,0,0,1,0
23056784,2023,merits_grant,1,1,0,0,0,0
23056785,2023,merits_grant,2,2,0,0,0,0
23056786,2023,no_merits_grant,1,0,0,0,1,0
23056787,2023,no_merits_grant,5,0,0,0,5,0
23056788,2023,merits_grant,3,1,0,1,1,0
23056789,2023,merits_grant,4,1,0,3,0,0
23056790,2023,merits_grant,4,3,0,1,0,0
23056791,2023,fully_affirmed,2,0,0,2,0,0
23056792,2023,merits_grant,2,1,0,1,0,0
23056793,2023,fully_affirmed,3,0,0,3,0,0
23056794,2023,fully_affirmed,4,0,0,4,0,0
23056795,2023,no_merits_grant,3,0,0,1,2,0
23056796,2023,no_merits_grant,2,0,0,0,2,0
23056797,2023,no_disposition_parsed,0,0,0,0,0,0
23056798,2023,no_merits_grant,3,0,0,2,1,0
23056799,2023,no_merits_grant,1,0,0,0,1,0
23056800,2023,merits_grant,9,3,0,0,6,0
23056801,2023,merits_grant,6,2,0,2,2,0
23056802,2023,merits_grant,1,1,0,0,0,0
23056803,2023,no_merits_grant,1,0,0,0,1,0
23056804,2023,no_merits_grant,2,0,0,0,2,0
23056805,2023,no_merits_grant,1,0,0,0,1,0
23056806,2023,fully_affirmed,2,0,0,2,0,0
23056807,2023,no_merits_grant,1,0,0,0,0,1
23056808,2023,no_merits_grant,5,0,0,0,5,0
23056809,2023,no_merits_grant,2,0,0,0,2,0
23056810,2023,no_merits_grant,1,0,0,0,1,0
23056811,2023,no_merits_grant,7,0,0,0,7,0
23056812,2023,no_merits_grant,5,0,0,0,5,0
23056813,2023,merits_grant,2,1,0,1,0,0
23056814,2023,no_merits_grant,2,0,0,0,2,0
23056815,2023,no_merits_grant,2,0,0,0,2,0
23056816,2023,merits_grant,6,1,0,5,0,0
23056817,2023,fully_affirmed,2,0,0,2,0,0
23056818,2023,merits_grant,1,1,0,0,0,0
23056819,2023,fully_affirmed,1,0,0,1,0,0
23056820,2023,no_disposition_parsed,0,0,0,0,0,0
23056821,2023,no_merits_grant,1,0,0,0,1,0
23056822,2023,merits_grant,2,1,0,0,1,0
23056823,2023,merits_grant,6,2,0,4,0,0
23056824,2023,no_merits_grant,2,0,0,0,2,0
23056825,2023,no_merits_grant,1,0,0,0,1,0
23056826,2023,no_merits_grant,1,0,0,0,1,0
23056827,2023,merits_grant,2,1,0,0,1,0
23056828,2023,no_merits_grant,5,0,0,2,3,0
23056829,2023,merits_grant,5,1,0,0,4,0
23056830,2023,no_merits_grant,1,0,0,0,0,1
23056831,2023,no_disposition_parsed,0,0,0,0,0,0
23056832,2023,merits_grant,8,3,0,2,3,0
23056833,2023,merits_grant,4,3,0,1,0,0
23056834,2023,fully_affirmed,1,0,0,1,0,0
23056835,2023,merits_grant,6,4,0,0,2,0
23056836,2023,no_merits_grant,1,0,0,0,1,0
23056837,2023,merits_grant,10,1,0,9,0,0
23056838,2023,no_merits_grant,1,0,0,0,1,0
23056839,2023,no_merits_grant,2,0,0,0,2,0
23056840,2023,merits_grant,4,3,0,1,0,0
23056841,2023,fully_affirmed,1,0,0,1,0,0
23056842,2023,fully_affirmed,1,0,0,1,0,0
23056843,2023,fully_affirmed,1,0,0,1,0,0
23056844,2023,no_merits_grant,1,0,0,0,1,0
23056845,2023,no_merits_grant,9,0,0,2,7,0
23056846,2023,no_merits_grant,3,0,0,0,3,0
23056847,2023,no_merits_grant,2,0,0,0,2,0
23056848,2023,no_merits_grant,1,0,0,0,1,0
23056849,2023,merits_grant,3,1,0,0,2,0
23056850,2023,no_merits_grant,1,0,0,0,1,0
23056851,2023,merits_grant,1,1,0,0,0,0
23056852,2023,no_merits_grant,2,0,0,0,2,0
23056853,2023,merits_grant,3,1,0,1,1,0
23056854,2023,merits_grant,9,2,0,6,1,0
23056855,2023,no_merits_grant,2,0,0,0,2,0
23056856,2023,no_merits_grant,2,0,0,0,2,0
23056857,2023,merits_grant,1,1,0,0,0,0
23056858,2023,fully_affirmed,1,0,0,1,0,0
23056859,2023,merits_grant,2,2,0,0,0,0
23056860,2023,no_merits_grant,1,0,0,0,1,0
23056861,2023,merits_grant,2,1,0,0,1,0
23056862,2023,fully_affirmed,2,0,0,2,0,0
23056863,2023,fully_affirmed,2,0,0,2,0,0
23056864,2023,no_merits_grant,1,0,0,0,1,0
23056865,2023,no_merits_grant,3,0,0,1,2,0
23056866,2023,merits_grant,1,1,0,0,0,0
23056867,2023,merits_grant,9,2,0,0,7,0
23056868,2023,no_merits_grant,1,0,0,0,1,0
23056869,2023,no_merits_grant,2,0,0,0,0,2
23056870,2023,no_merits_grant,1,0,0,0,1,0
23056871,2023,no_merits_grant,1,0,0,0,1,0
23056872,2023,merits_grant,3,1,0,2,0,0
23056873,2023,no_merits_grant,2,0,0,0,2,0
23056874,2023,fully_affirmed,2,0,0,2,0,0
23056875,2023,no_merits_grant,2,0,0,0,2,0
23056876,2023,no_merits_grant,1,0,0,0,1,0
23056877,2023,no_merits_grant,1,0,0,0,1,0
23056878,2023,fully_affirmed,4,0,0,4,0,0
23056879,2023,merits_grant,3,3,0,0,0,0
23056880,2023,merits_grant,4,3,0,0,1,0
23056881,2023,fully_affirmed,1,0,0,1,0,0
23056882,2023,no_merits_grant,8,0,0,7,1,0
23056883,2023,no_merits_grant,1,0,0,0,0,1
23056884,2023,no_merits_grant,1,0,0,0,1,0
23056885,2023,fully_affirmed,1,0,0,1,0,0
23056886,2023,merits_grant,1,1,0,0,0,0
23056887,2023,merits_grant,1,1,0,0,0,0
23056888,2023,no_merits_grant,5,0,0,0,5,0
23056889,2023,merits_grant,5,4,0,0,0,1
23056890,2023,merits_grant,2,1,0,0,1,0
23056891,2023,merits_grant,2,2,0,0,0,0
23056892,2023,merits_grant,21,2,0,0,19,0
23056893,2023,fully_affirmed,1,0,0,1,0,0
23056894,2023,fully_affirmed,5,0,0,5,0,0
23056895,2023,no_merits_grant,3,0,0,1,2,0
23056896,2023,merits_grant,2,1,0,0,1,0
23056897,2023,no_merits_grant,2,0,0,0,1,1
23056899,2023,no_merits_grant,12,0,0,2,10,0
23056900,2023,merits_grant,3,1,1,1,0,0
23056901,2023,no_merits_grant,4,0,0,3,1,0
23056902,2023,no_merits_grant,1,0,0,0,1,0
23056903,2023,fully_affirmed,1,0,0,1,0,0
23056904,2023,no_merits_grant,1,0,0,0,1,0
23056905,2023,no_merits_grant,2,0,0,1,1,0
23056906,2023,fully_affirmed,1,0,0,1,0,0
23056907,2023,no_merits_grant,25,0,0,1,24,0
23056908,2023,no_merits_grant,3,0,0,0,3,0
23056909,2023,merits_grant,1,1,0,0,0,0
23056910,2023,fully_affirmed,1,0,0,1,0,0
23056911,2023,merits_grant,2,2,0,0,0,0
23056912,2023,merits_grant,3,1,0,2,0,0
23056913,2023,merits_grant,6,3,0,0,3,0
23056914,2023,no_merits_grant,1,0,0,0,1,0
23056915,2023,no_merits_grant,2,0,0,0,2,0
23056916,2023,merits_grant,3,1,0,2,0,0
23056917,2023,no_merits_grant,3,0,0,0,3,0
23056918,2023,no_merits_grant,1,0,0,0,0,1
23056919,2023,merits_grant,1,1,0,0,0,0
23056920,2023,no_merits_grant,1,0,0,0,1,0
23056921,2023,no_merits_grant,3,0,0,0,3,0
23056922,2023,no_merits_grant,1,0,0,0,1,0
23056923,2023,merits_grant,1,1,0,0,0,0
23056924,2023,merits_grant,6,1,0,5,0,0
23056925,2023,merits_grant,1,1,0,0,0,0
23056926,2023,no_merits_grant,4,0,1,2,1,0
23056927,2023,fully_affirmed,1,0,0,1,0,0
23056928,2023,no_merits_grant,1,0,0,0,1,0
23056929,2023,no_merits_grant,3,0,0,0,0,3
23056930,2023,merits_grant,3,2,0,0,1,0
23056931,2023,merits_grant,3,1,0,0,2,0
23056932,2023,merits_grant,1,1,0,0,0,0
23056933,2023,no_merits_grant,12,0,0,0,0,12
23056934,2023,no_merits_grant,5,0,0,0,5,0
23056935,2023,no_merits_grant,2,0,0,0,2,0
23056936,2023,fully_affirmed,1,0,0,1,0,0
23056937,2023,no_merits_grant,5,0,0,2,3,0
23056938,2023,fully_affirmed,1,0,0,1,0,0
23056939,2023,no_merits_grant,2,0,0,0,0,2
23056940,2023,merits_grant,6,2,0,0,4,0
23056941,2023,merits_grant,4,1,0,0,3,0
23056942,2023,no_merits_grant,1,0,0,0,1,0
23056943,2023,no_merits_grant,3,0,0,0,3,0
23056944,2023,no_merits_grant,1,0,0,0,1,0
23056945,2023,fully_affirmed,2,0,0,2,0,0
23056946,2023,merits_grant,4,1,0,0,0,3
23056947,2023,merits_grant,4,2,0,0,2,0
23056948,2023,merits_grant,1,1,0,0,0,0
23056949,2023,no_merits_grant,7,0,0,0,7,0
23056950,2023,fully_affirmed,1,0,0,1,0,0
23056951,2023,no_merits_grant,1,0,0,0,1,0
23056952,2023,fully_affirmed,2,0,0,2,0,0
23056953,2023,no_merits_grant,3,0,0,0,3,0
23056954,2023,no_merits_grant,5,0,0,0,5,0
23056955,2023,merits_grant,4,2,0,2,0,0
23056956,2023,merits_grant,2,1,0,1,0,0
23056957,2023,merits_grant,14,4,0,10,0,0
23056958,2023,merits_grant,1,1,0,0,0,0
23056959,2023,no_merits_grant,1,0,0,0,1,0
23056960,2023,no_merits_grant,8,0,0,0,8,0
23056961,2023,no_merits_grant,2,0,0,0,2,0
23056962,2023,no_merits_grant,6,0,0,0,6,0
23056963,2023,merits_grant,8,2,0,4,2,0
23056964,2023,no_disposition_parsed,0,0,0,0,0,0
23056965,2023,no_merits_grant,2,0,0,0,2,0
23056966,2023,no_merits_grant,2,0,0,0,2,0
23056967,2023,fully_affirmed,1,0,0,1,0,0
23056968,2023,merits_grant,2,1,0,0,1,0
23056969,2023,no_merits_grant,1,0,0,0,1,0
23056970,2023,no_merits_grant,3,0,0,2,1,0
23056971,2023,fully_affirmed,2,0,0,2,0,0
23056972,2023,no_merits_grant,6,0,1,0,2,3
23056973,2023,no_merits_grant,3,0,0,0,3,0
23056974,2023,merits_grant,8,1,0,2,5,0
23056975,2023,merits_grant,4,1,0,3,0,0
23056976,2023,fully_affirmed,2,0,0,2,0,0
23056977,2023,fully_affirmed,1,0,0,1,0,0
23056978,2023,no_merits_grant,1,0,0,0,1,0
23056979,2023,merits_grant,2,2,0,0,0,0
23056980,2023,merits_grant,3,2,0,0,1,0
23056981,2023,fully_affirmed,2,0,0,2,0,0
23056982,2023,no_merits_grant,3,0,0,0,3,0
23056983,2023,no_merits_grant,1,0,0,0,1,0
23056984,2023,no_merits_grant,3,0,0,1,2,0
23056985,2023,merits_grant,1,1,0,0,0,0
23056986,2023,merits_grant,1,1,0,0,0,0
23056987,2023,no_merits_grant,2,0,0,0,2,0
23056988,2023,fully_affirmed,1,0,0,1,0,0
23056989,2023,merits_grant,2,2,0,0,0,0
23056990,2023,no_merits_grant,5,0,0,0,5,0
23056991,2023,no_merits_grant,3,0,0,0,3,0
23056992,2023,merits_grant,3,2,0,1,0,0
23056993,2023,no_merits_grant,2,0,0,1,1,0
23056994,2023,fully_affirmed,2,0,0,2,0,0
23056995,2023,no_merits_grant,3,0,0,0,3,0
23056996,2023,merits_grant,8,4,0,4,0,0
23056997,2023,merits_grant,7,5,0,1,1,0
23056998,2023,merits_grant,1,1,0,0,0,0
23056999,2023,fully_affirmed,4,0,0,4,0,0
23057000,2023,no_merits_grant,1,0,0,0,1,0
23057001,2023,merits_grant,1,1,0,0,0,0
23057002,2023,no_merits_grant,2,0,0,0,2,0
23057003,2023,merits_grant,6,3,0,3,0,0
23057004,2023,no_merits_grant,2,0,0,0,2,0
23057005,2023,merits_grant,1,1,0,0,0,0
23057006,2023,merits_grant,2,1,0,0,1,0
23057007,2023,merits_grant,2,2,0,0,0,0
23057008,2023,no_merits_grant,1,0,0,0,1,0
23057009,2023,no_merits_grant,3,0,0,0,3,0
23057010,2023,no_merits_grant,14,0,4,3,7,0
23057011,2023,no_merits_grant,1,0,0,0,1,0
23057012,2023,no_merits_grant,1,0,0,0,1,0
23057013,2023,fully_affirmed,1,0,0,1,0,0
23057014,2023,no_merits_grant,4,0,0,0,4,0
23057015,2023,no_merits_grant,2,0,0,0,2,0
23057016,2023,no_merits_grant,3,0,0,0,3,0
23057017,2023,fully_affirmed,2,0,0,2,0,0
23057018,2023,fully_affirmed,11,0,0,11,0,0
23057019,2023,fully_affirmed,3,0,0,3,0,0
23057020,2023,no_merits_grant,2,0,0,0,2,0
23057021,2023,no_merits_grant,14,0,4,2,8,0
23057022,2023,no_merits_grant,2,0,0,0,0,2
23057023,2023,fully_affirmed,1,0,0,1,0,0
23057024,2023,fully_affirmed,2,0,0,2,0,0
23057025,2023,no_merits_grant,1,0,0,0,1,0
23057026,2023,merits_grant,10,1,0,3,6,0
23057027,2023,no_merits_grant,4,0,0,0,4,0
23057028,2023,no_merits_grant,5,0,2,1,2,0
23057029,2023,no_merits_grant,3,0,0,0,3,0
23057030,2023,no_merits_grant,2,0,0,1,1,0
23057031,2023,merits_grant,5,4,0,1,0,0
23057032,2023,no_merits_grant,1,0,0,0,1,0
23057033,2023,no_merits_grant,1,0,0,0,1,0
23057034,2023,no_merits_grant,2,0,0,0,0,2
23057035,2023,merits_grant,1,1,0,0,0,0
23057036,2023,no_merits_grant,1,0,0,0,0,1
23057037,2023,no_merits_grant,4,0,0,1,2,1
23057038,2023,no_merits_grant,1,0,0,0,1,0
23057039,2023,no_merits_grant,4,0,0,0,4,0
23057040,2023,no_merits_grant,3,0,0,0,3,0
23057041,2023,no_merits_grant,1,0,0,0,1,0
23057042,2023,no_merits_grant,1,0,0,0,1,0
23057043,2023,merits_grant,2,1,0,1,0,0
23057044,2023,merits_grant,15,2,0,12,1,0
23057045,2023,merits_grant,1,1,0,0,0,0
23057046,2023,no_merits_grant,4,0,0,0,4,0
23057047,2023,fully_affirmed,1,0,0,1,0,0
23057048,2023,fully_affirmed,2,0,0,2,0,0
23057049,2023,no_merits_grant,2,0,0,1,1,0
23057050,2023,fully_affirmed,2,0,0,2,0,0
23057051,2023,merits_grant,2,1,0,0,1,0
23057052,2023,no_merits_grant,3,0,0,0,3,0
23057053,2023,merits_grant,3,1,0,0,2,0
23057054,2023,no_merits_grant,2,0,0,0,2,0
23057055,2023,merits_grant,6,1,0,0,5,0
23057056,2023,no_merits_grant,1,0,0,0,1,0
23057057,2023,no_merits_grant,6,0,0,0,6,0
23057058,2023,merits_grant,1,1,0,0,0,0
23057059,2023,merits_grant,4,2,0,0,2,0
23057060,2023,no_merits_grant,4,0,0,0,4,0
23057061,2023,no_merits_grant,1,0,0,0,1,0
23057062,2023,merits_grant,3,1,0,2,0,0
23057063,2023,no_merits_grant,2,0,0,0,2,0
23057064,2023,no_merits_grant,1,0,0,0,1,0
23057065,2023,no_merits_grant,1,0,0,0,1,0
23057066,2023,fully_affirmed,1,0,0,1,0,0
23057067,2023,no_merits_grant,7,0,0,0,7,0
23057068,2023,merits_grant,12,2,2,2,6,0
23057069,2023,no_merits_grant,1,0,0,0,1,0
23057070,2023,no_merits_grant,2,0,0,0,2,0
23057071,2023,fully_affirmed,1,0,0,1,0,0
23057072,2023,no_merits_grant,1,0,0,0,1,0
23057073,2023,merits_grant,1,1,0,0,0,0
23057074,2023,no_merits_grant,1,0,0,0,1,0
23057075,2023,no_merits_grant,2,0,0,1,1,0
23057076,2023,no_merits_grant,8,0,0,4,4,0
23057077,2023,no_merits_grant,2,0,0,0,1,1
23057078,2023,merits_grant,3,1,0,2,0,0
23057079,2023,no_merits_grant,1,0,0,0,1,0
23057080,2023,no_merits_grant,6,0,0,0,6,0
23057081,2023,merits_grant,4,2,0,1,1,0
23057082,2023,merits_grant,6,2,0,1,3,0
23057083,2023,no_merits_grant,1,0,0,0,0,1
23057084,2023,merits_grant,5,1,0,4,0,0
23057085,2023,no_merits_grant,1,0,0,0,1,0
23057086,2023,merits_grant,4,1,0,2,1,0
23057087,2023,no_merits_grant,1,0,0,0,1,0
23057088,2023,merits_grant,7,2,0,5,0,0
23057089,2023,no_merits_grant,2,0,0,0,2,0
23057090,2023,no_merits_grant,9,0,0,0,0,9
23057091,2023,no_merits_grant,2,0,0,1,1,0
23057092,2023,merits_grant,5,1,0,1,3,0
23057093,2023,fully_affirmed,1,0,0,1,0,0
23057094,2023,no_merits_grant,3,0,0,0,3,0
23057095,2023,no_merits_grant,1,0,0,0,1,0
23057096,2023,no_merits_grant,12,0,2,5,5,0
23057097,2023,no_merits_grant,4,0,0,0,4,0
23057098,2023,merits_grant,8,1,0,5,2,0
23057099,2023,no_merits_grant,1,0,0,0,1,0
23057100,2023,no_merits_grant,1,0,0,0,1,0
23057101,2023,no_merits_grant,7,0,0,0,7,0
23057102,2023,merits_grant,1,1,0,0,0,0
23057103,2023,no_disposition_parsed,0,0,0,0,0,0
23057104,2023,fully_affirmed,1,0,0,1,0,0
23057105,2023,no_merits_grant,1,0,0,0,1,0
23057106,2023,fully_affirmed,1,0,0,1,0,0
23057107,2023,no_merits_grant,3,0,0,0,3,0
23057108,2023,no_merits_grant,1,0,0,0,1,0
23057109,2023,no_disposition_parsed,0,0,0,0,0,0
23057110,2023,no_merits_grant,4,0,0,0,4,0
23057111,2023,no_merits_grant,1,0,0,0,1,0
23057112,2023,merits_grant,1,1,0,0,0,0
23057113,2023,merits_grant,8,3,0,1,4,0
23057114,2023,no_merits_grant,3,0,0,0,3,0
23057115,2023,no_merits_grant,2,0,0,0,2,0
23057116,2023,no_merits_grant,2,0,0,1,1,0
23057117,2023,merits_grant,3,3,0,0,0,0
23057118,2023,merits_grant,4,2,0,1,1,0
23057119,2023,fully_affirmed,2,0,0,2,0,0
23057120,2023,merits_grant,1,1,0,0,0,0
23057121,2023,merits_grant,6,6,0,0,0,0
23057122,2023,fully_affirmed,1,0,0,1,0,0
23057123,2023,no_merits_grant,4,0,0,0,4,0
23057124,2023,merits_grant,12,4,0,4,4,0
23057125,2023,no_merits_grant,1,0,0,0,1,0
23057126,2023,no_merits_grant,1,0,0,0,1,0
23057127,2023,no_merits_grant,2,0,0,0,2,0
23057128,2023,merits_grant,1,1,0,0,0,0
23057129,2023,no_merits_grant,1,0,0,0,1,0
23057130,2023,merits_grant,1,1,0,0,0,0
23057131,2023,no_merits_grant,1,0,0,0,1,0
23057132,2023,merits_grant,1,1,0,0,0,0
23057133,2023,no_merits_grant,2,0,0,0,2,0
23057134,2023,no_merits_grant,2,0,0,0,2,0
23057135,2023,no_merits_grant,1,0,0,0,1,0
23057136,2023,no_merits_grant,1,0,0,0,0,1
23057137,2023,no_merits_grant,2,0,0,0,2,0
23057138,2023,fully_affirmed,6,0,0,6,0,0
23057139,2023,no_merits_grant,2,0,0,0,0,2
23057140,2023,fully_affirmed,2,0,0,2,0,0
23057141,2023,no_merits_grant,1,0,0,0,1,0
23057142,2023,no_merits_grant,3,0,0,0,3,0
23057143,2023,no_merits_grant,1,0,0,0,1,0
23057144,2023,no_merits_grant,3,0,0,0,3,0
23057145,2023,no_merits_grant,2,0,0,0,2,0
23057146,2023,no_merits_grant,1,0,0,0,1,0
23057147,2023,no_merits_grant,1,0,0,0,1,0
23057148,2023,no_merits_grant,1,0,0,0,1,0
23057149,2023,merits_grant,1,1,0,0,0,0
23057150,2023,merits_grant,3,3,0,0,0,0
23057151,2023,merits_grant,1,1,0,0,0,0
23057152,2023,merits_grant,5,1,0,0,4,0
23057153,2023,no_merits_grant,3,0,0,2,1,0
23057154,2023,no_merits_grant,1,0,0,0,1,0
23057155,2023,merits_grant,1,1,0,0,0,0
23057156,2023,merits_grant,11,2,0,5,4,0
23057157,2023,no_disposition_parsed,0,0,0,0,0,0
23057158,2023,fully_affirmed,1,0,0,1,0,0
23057159,2023,no_merits_grant,2,0,0,0,2,0
23057160,2023,no_merits_grant,1,0,0,0,1,0
23057161,2023,merits_grant,1,1,0,0,0,0
23057162,2023,merits_grant,7,2,0,2,3,0
23057163,2023,merits_grant,3,1,0,0,2,0
23057164,2023,merits_grant,1,1,0,0,0,0
23057165,2023,merits_grant,5,2,0,2,1,0
23057166,2023,no_merits_grant,3,0,0,0,3,0
23057167,2023,fully_affirmed,2,0,0,2,0,0
23057168,2023,fully_affirmed,1,0,0,1,0,0
23057169,2023,fully_affirmed,1,0,0,1,0,0
23057170,2023,no_merits_grant,1,0,0,0,1,0
23057171,2023,no_merits_grant,1,0,0,0,1,0
23057172,2023,no_merits_grant,2,0,0,0,2,0
23057173,2023,no_merits_grant,2,0,0,0,2,0
23057174,2023,no_merits_grant,2,0,0,0,2,0
23057175,2023,merits_grant,5,5,0,0,0,0
23057176,2023,no_merits_grant,3,0,0,0,3,0
23057177,2023,no_merits_grant,6,0,0,0,6,0
23057178,2023,no_merits_grant,1,0,0,0,1,0
23057179,2023,no_merits_grant,4,0,0,0,4,0
23057180,2023,merits_grant,2,1,0,0,1,0
23057181,2023,merits_grant,2,1,0,0,1,0
23057182,2023,merits_grant,3,2,1,0,0,0
23057183,2023,no_merits_grant,3,0,0,0,3,0
23057184,2023,no_merits_grant,3,0,0,0,3,0
23057185,2023,no_merits_grant,1,0,0,0,1,0
23057186,2023,no_merits_grant,1,0,0,0,1,0
23057187,2023,merits_grant,4,2,0,2,0,0
23057188,2023,no_merits_grant,1,0,0,0,1,0
23057189,2023,merits_grant,6,2,0,4,0,0
23057190,2023,no_merits_grant,2,0,0,0,2,0
23057191,2023,merits_grant,15,5,0,4,3,3
23057192,2023,no_merits_grant,1,0,0,0,1,0
23057193,2023,no_merits_grant,5,0,0,0,5,0
23057194,2023,no_merits_grant,1,0,0,0,1,0
23057195,2023,no_merits_grant,7,0,0,3,4,0
23057196,2023,fully_affirmed,1,0,0,1,0,0
23057197,2023,no_merits_grant,3,0,0,0,3,0
23057198,2023,no_merits_grant,1,0,0,0,1,0
23057199,2023,no_merits_grant,3,0,0,0,3,0
23057200,2023,no_merits_grant,1,0,0,0,1,0
23057201,2023,no_merits_grant,2,0,0,1,1,0
23057202,2023,no_merits_grant,3,0,0,0,3,0
23057203,2023,merits_grant,10,1,0,7,2,0
23057204,2023,no_merits_grant,9,0,2,2,5,0
23057205,2023,no_merits_grant,1,0,0,0,0,1
23057206,2023,merits_grant,1,1,0,0,0,0
23057207,2023,merits_grant,1,1,0,0,0,0
23057208,2023,no_merits_grant,7,0,0,0,7,0
23057209,2023,no_merits_grant,4,0,0,0,2,2
23057210,2023,no_merits_grant,5,0,0,0,5,0
23057211,2023,no_merits_grant,5,0,0,0,5,0
23057212,2023,no_merits_grant,1,0,0,0,0,1
23057213,2023,no_merits_grant,2,0,0,0,2,0
23057214,2023,fully_affirmed,1,0,0,1,0,0
23057215,2023,no_merits_grant,2,0,0,0,2,0
23057216,2023,no_merits_grant,3,0,0,0,3,0
23057217,2023,merits_grant,2,1,0,1,0,0
23057218,2023,no_merits_grant,6,0,0,0,6,0
23057219,2023,fully_affirmed,1,0,0,1,0,0
23057220,2023,no_merits_grant,1,0,0,0,1,0
23057221,2023,fully_affirmed,1,0,0,1,0,0
23057222,2023,no_merits_grant,1,0,0,0,0,1
23057223,2023,no_merits_grant,2,0,0,0,2,0
23057224,2023,no_merits_grant,1,0,0,0,0,1
23057225,2023,no_merits_grant,2,0,0,0,2,0
23057226,2023,no_merits_grant,12,0,0,0,12,0
23057227,2023,merits_grant,1,1,0,0,0,0
23057228,2023,fully_affirmed,2,0,0,2,0,0
23057229,2023,no_merits_grant,8,0,0,0,8,0
23057230,2023,merits_grant,1,1,0,0,0,0
23057231,2023,no_merits_grant,1,0,0,0,1,0
23057232,2023,fully_affirmed,1,0,0,1,0,0
23057233,2023,merits_grant,1,1,0,0,0,0
23057234,2023,merits_grant,3,1,0,0,2,0
23057235,2023,merits_grant,13,4,0,6,3,0
23057236,2023,no_merits_grant,5,0,0,0,5,0
23057237,2023,no_merits_grant,5,0,0,0,5,0
23057238,2023,no_merits_grant,7,0,0,0,7,0
23057239,2023,no_merits_grant,7,0,0,0,7,0
23057240,2023,fully_affirmed,1,0,0,1,0,0
23057241,2023,no_merits_grant,2,0,0,0,2,0
23057242,2023,merits_grant,1,1,0,0,0,0
23057243,2023,fully_affirmed,2,0,0,2,0,0
23057244,2023,no_merits_grant,4,0,0,1,3,0
23057245,2023,fully_affirmed,2,0,0,2,0,0
23057246,2023,fully_affirmed,2,0,0,2,0,0
23057247,2023,merits_grant,4,1,0,0,2,1
23057248,2023,no_merits_grant,4,0,0,2,2,0
23057249,2023,no_merits_grant,1,0,0,0,1,0
23057250,2023,no_merits_grant,2,0,1,0,1,0
23057251,2023,no_merits_grant,2,0,0,0,2,0
23057252,2023,no_merits_grant,6,0,0,0,6,0
23057253,2023,no_merits_grant,5,0,0,0,5,0
23057254,2023,no_merits_grant,4,0,0,0,4,0
23057255,2023,merits_grant,6,2,0,0,4,0
23057256,2023,no_merits_grant,1,0,0,0,1,0
23057257,2023,no_merits_grant,1,0,0,0,1,0
23057258,2023,merits_grant,9,3,0,6,0,0
23057259,2023,no_merits_grant,1,0,0,0,1,0
23057260,2023,no_merits_grant,2,0,0,0,2,0
23057261,2023,merits_grant,2,1,0,0,1,0
23057262,2023,no_merits_grant,1,0,0,0,1,0
23057263,2023,no_merits_grant,2,0,0,0,0,2
23057264,2023,no_merits_grant,1,0,0,0,1,0
23057265,2023,merits_grant,1,1,0,0,0,0
23057266,2023,no_merits_grant,1,0,0,0,0,1
23057267,2023,merits_grant,3,1,0,2,0,0
23057268,2023,no_merits_grant,1,0,0,0,1,0
23057269,2023,no_merits_grant,1,0,0,0,1,0
23057270,2023,no_disposition_parsed,0,0,0,0,0,0
23057271,2023,merits_grant,3,1,0,0,2,0
23057272,2023,merits_grant,3,1,0,0,2,0
23057273,2023,no_merits_grant,2,0,0,0,2,0
23057274,2023,no_merits_grant,6,0,0,0,6,0
23057275,2023,fully_affirmed,1,0,0,1,0,0
23057276,2023,no_merits_grant,3,0,0,2,0,1
23057277,2023,no_merits_grant,1,0,0,0,1,0
23057278,2023,fully_affirmed,3,0,0,3,0,0
23057279,2023,no_merits_grant,2,0,0,0,2,0
23057280,2023,merits_grant,1,1,0,0,0,0
23057281,2023,merits_grant,6,1,0,1,4,0
23057282,2023,no_merits_grant,6,0,0,0,6,0
23057283,2023,no_merits_grant,4,0,0,0,4,0
23057284,2023,no_merits_grant,1,0,0,0,1,0
23057285,2023,no_merits_grant,7,0,0,0,7,0
23057286,2023,fully_affirmed,1,0,0,1,0,0
23057287,2023,no_merits_grant,1,0,0,0,1,0
23057288,2023,no_merits_grant,1,0,0,0,1,0
23057289,2023,no_merits_grant,18,0,0,4,8,6
23057290,2023,no_disposition_parsed,0,0,0,0,0,0
23057291,2023,merits_grant,2,2,0,0,0,0
23057292,2023,merits_grant,1,1,0,0,0,0
23057293,2023,merits_grant,1,1,0,0,0,0
23057294,2023,no_merits_grant,1,0,0,0,1,0
23057295,2023,no_merits_grant,5,0,0,0,5,0
23057296,2023,fully_affirmed,1,0,0,1,0,0
